id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0340,Vinnies,CHARITY,community,,,VIC,,-36.0535303,146.933144,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0341,Balldale District Memorial Hall,Community Centre,community,,,VIC,,-35.8452623,146.5215638,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0342,Kyneton Men’s Shed,Community Centre,community,,,VIC,,-37.2580913,144.4624968,,,https://www.kynetonmensshed.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0343,Berrigan CWA,Community Centre,community,,,VIC,,-35.6574599,145.8103892,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0344,Community Support Services,Community Centre,community,Chanter Street,Berrigan,VIC,2712,-35.6574424,145.8102359,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0345,Soldiers Memorial Hall,Community Centre,community,,,VIC,,-35.6567935,145.807691,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0346,Men's Shed Oaklands & Districts - The Shed,Community Centre,community,,,VIC,,-35.5574008,146.1639764,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0347,Berrigan Men's Shed,Community Centre,community,,,VIC,,-35.6571955,145.810675,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0348,Lalarty District Hall,Community Centre,community,,,VIC,,-35.8295166,145.7191445,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0349,Strarthmerton Public Hall,Community Centre,community,,,VIC,,-35.925881,145.4777279,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0350,Yalca North Public Hall,Community Centre,community,,,VIC,,-35.9279728,145.2355743,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0351,Tongala Community Centre Inc.,Community Centre,community,,,VIC,,-36.2502675,144.9500849,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0352,Tongala Service Centre,Community Centre,community,,,VIC,,-36.2505596,144.9493045,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0353,Lockington District Community Centre,Community Centre,community,,,VIC,,-36.2692036,144.537155,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0354,Yarrawalla Community Centre,Community Centre,community,,,VIC,,-36.1788755,144.032834,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0355,Wycheproof Community Resource Centre,Community Centre,community,,,VIC,,-36.0774491,143.2259038,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0356,Watchem Public Hall,Community Centre,community,,,VIC,,-36.1489718,142.8594018,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0357,CWA Rest Rooms,Community Centre,community,,,VIC,,-36.2514903,142.3951807,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0358,CWA Rest Room,Community Centre,community,,,VIC,,-36.3351424,141.6475936,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0359,Nhill Men's Shed,Community Centre,community,,,VIC,,-36.3350621,141.6487045,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0360,Nhill Memorial Community Centre,Community Centre,community,,,VIC,,-36.3334064,141.6518021,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0361,Rural Transaction Centre - RTC,Community Centre,community,,,VIC,,-36.7184939,141.4717887,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0362,Goroke Men's Shed,Community Centre,community,,,VIC,,-36.71809,141.4749099,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0363,Winiam Hall / Mechanics Institute,Community Centre,community,,,VIC,,-36.4246015,141.6392125,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0364,Edenhope & District Community Centre,Community Centre,community,,,VIC,,-37.0358441,141.2956843,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0365,Connewirricoo Community Centre,Community Centre,community,,,VIC,,-37.2005656,141.4614994,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0366,Wattletree Health Group,Ambulatory Care,community,Chute Street,Diamond Creek,VIC,3089,-37.6728173,145.150614,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0367,Southern Stay Disability Services,Assisted Living,community,Brown Street,Hamilton,VIC,3300,-37.7439698,142.0263861,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0368,Lake Bolac Memorial Hall,Community Centre,community,,,VIC,,-37.713312,142.8399611,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0369,Are-Able,Social Facility,community,,,VIC,,-37.7430874,142.0256661,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0370,Pigeon Ponds Memorial Hall,Community Centre,community,,,VIC,,-37.2969772,141.6690965,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0371,Streatham Memorial Hall,Community Centre,community,,,VIC,,-37.6790985,143.0623375,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0372,RTC,Community Centre,community,,,VIC,,-37.2751156,143.5142895,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0373,Warramnunda,Group Home for senior,housing,,,VIC,,-36.3169198,145.0419494,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0374,Goornong Soldiers Memorial Hall,Community Centre,community,,,VIC,,-36.6152526,144.5055123,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0375,Huntly Memorial Hall,Community Centre,community,,,VIC,,-36.6636101,144.3344113,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0376,Kyabram Service Centre,Community Centre,community,,,VIC,,-36.3156425,145.0458507,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0377,The Orange Door,Shelter for abused,housing,,,VIC,,-37.7562887,145.0679538,,,https://www.orangedoor.vic.gov.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0378,University Food Relief Program,Food Bank for university_students_only,food,,,VIC,,-37.7995957,144.9632546,,,https://students.unimelb.edu.au/student-support/health-and-wellbeing/food-relief,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0379,Homestyle Aged Care Melville Grange,Nursing Home for senior,health,,,VIC,,-38.0392065,145.3458965,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0380,Family Relationship Centre,Social Facility,community,,,VIC,,-37.7046678,145.1021969,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0381,Nullawil Community Centre,Community Centre,community,Birchip Road,Nullawil,VIC,3529,-35.8519863,143.1734975,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0382,Yarrunga Community Centre,Community Centre,community,Croydon Hills Drive,Croydon Hills,VIC,3136,-37.7734967,145.2707542,+61 3 9722 8942,,https://www.yarrunga.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0383,Hope Home Care Support,Outreach,community,,,VIC,,-37.7221324,144.9512637,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0384,John H Kerr Residential Home,Nursing Home for senior,health,Melbourne Road,Newport,VIC,3015,-37.8473993,144.8866971,+61 3 9391 6911,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0385,Clyde Family and Communitty Center,Community Centre,community,,,VIC,,-38.1313558,145.3276757,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0386,Lets Chat Park,Social Facility for mental_health,community,Mitchell Street,Bendigo,VIC,3550,-36.7646922,144.2833818,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0387,Box Hill Senior Citizens Centre,Community Centre,community,Carrington Road,,VIC,,-37.8200767,145.1194651,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0388,Mecwacare,Social Facility,community,Northcote Avenue,,VIC,,-37.8781835,145.0292317,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0389,Salvation Army Gateway - Homelessness East,Social Facility,community,Lusher Road,,VIC,,-37.8079846,145.2773968,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0390,Burke and Beyond,Social Facility,community,Naroo Street,,VIC,,-37.8063307,145.0684785,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0391,Vines Road Community Centre,Community Centre,community,,,VIC,,-38.123121,144.3282713,,,https://vinesroadcommunitycentre.org.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0392,Czech House,Community Centre,community,Queensberry Street,North Melbourne,VIC,3051,-37.8033394,144.9507234,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0393,Healesville Senior Citizens Centre,Community Centre,community,,,VIC,,-37.6529288,145.5164781,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0394,Meadowvale,Social Facility,community,Eagle Drive,,VIC,,-38.0665142,145.4809899,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0395,Glenollan Village,Social Facility,community,Saint Elmo Avenue,,VIC,,-37.8732332,145.2916754,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0396,Louis Joel Arts & Community Centre,Community Centre,community,Sargood Street,Altona,VIC,3018,-37.8695753,144.8284977,+61 3 9398 2511,,https://www.ljac.com.au/,Mo-Fr 09:00-17:00; Sa-Su 11:00-15:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0397,Allbright Manor Aged Care Facility,Social Facility,community,,,VIC,,-37.7701978,145.2938114,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0398,Kevin Heinze GROW,Workshop for disabled,employment,,,VIC,,-37.7902749,145.1424672,+61 3 9848 3695,,https://kevinheinzegrow.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0399,The Institute of Postcolonial Studies (IPCS),NGO,community,,,VIC,3051,-37.8023482,144.9484643,+61 3 9958 6704,,https://ipcs.org.au/,We-Fr 08:00-18:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0400,Little Pantry & FREE Library,Food Bank,food,,,VIC,,-37.8058066,144.9478585,,,https://www.wmbc.org.au/little-pantry-and-library,24/7,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0401,Pambula Mens Shed,Community Centre,community,Merimbola Street,Pambula,VIC,2549,-36.9272772,149.8782916,+61 491 673 795,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
